,user,comments
1092,wnd***,음악 교과서에 실릴거 같음 이러다가..ㅋㅋ
1093,jes***,봄 캐럴 들어야쥐~
1094,방울도트,진짜 봄느낌을 잘살렸다  갑인듯!!
1095,ans***,아너무좋아ㅠㅠㅠㅠㅠㅠㅠㅠㅠ봄노래중갑
1096,dlk***,네버엔딩
1097,fan***,버졲첸딩
1098,chl***,와 2위 ㄷㄷㄷ 근데 노래가좋긴좋지
1099,jk5***,봄봄봄은 순위권에도 없는데... 벚꽃엔딩은 벌써3위라니 똑같이 좋은봄노래지만 명곡과 히트곡의 차이다
1100,rea***,헐 또 차트에 오르다니 ㅋㅋㅋ 좋긴 하네요
1101,enh***,좋네
1102,olk***,역시 또돌아왔구나
1103,ekf***,명불허전 벚꽃좀비
1104,ins***,4위라니..
1105,Jon***,매년 봄이오면 항상 차트권에 진입해있는 그 노래 들어도 들어도 질리지가 않아 ><
1106,J,실렸는데
1107,J,진짜로
1108,J,구라아니고 진심
1109,J,ㅎㅎ
1110,J,너무죻죠
1111,heb***,봄이 되면 언제나 생각나는 이노래....
1112,벚,진짜 봄캐롤임..♥봄만되면 스멀스멀올라와..ㅋㅋ벚꽃좀비ㅋㅋㅋ뭔가 벚꽃엔딩안들으면 봄이 안온거같음♥진짜 명곡..!
1113,cho***,벚꽃좀비 ㅋㅋㅌㅋㅋㅋ
1114,nec***,진짜 명곡이다! 매년들어도 좋음 ㅜ 잊혀진 계절 이후 최고의 계절쏭~
1115,abr***,축의금은 저작권료로 드릴께요 범준이형
1116,시리,봄이 다가오면 이노래를 들으며 설레임을 맞이한다.
1117,psi***,벚꽃이라는 꽃이 멸종할때까지 살아남을 노래!!!
1118,luc***,ㅁㅊ 또 올라오고 있어
1119,ani***,봄은 벚꽃 엔딩 여름은 여름아 부탁해 가을은 공석 겨울은 눈의 꽃.
1120,naneunzzang,봄이 되면 어김없이 듣고싶어지는 노래ㅋㅋ진짜 명곡ㅋㅋㅋ
1121,chl***,와...이노래뭐지..ㄷㄷㄷㄷ
1122,hys***,버스커버스커는 봄의 제황! 봄이오고 있으니 제황을 맞이 합시다.
1123,anr***,나온지 꽤 된노래가 음원차트 11위 ㄷㄷ
1124,J,언젠가1위하겠지 진짜벚꽃축제하고완전봄절정이면또1위할듯
1125,kim***,벚꽃좀비 ㅋㅋㅋ
1126,J,ㅋㅋㅋ프사 존귀네여
1127,jji***,여름안에서 무시하시나요!
1128,nec***,가을은 잊혀진 계절 ㅋ 10월 마지막날 라디오에서 종일 나옴 ㅋ
1129,ani***,ahhh~~여름은 투톱이였군요.
1130,hys***,ㅇㅅㅇ
1131,caf***,벚꽃연금 ㅋㅋ
1132,ins***,27위
1133,애화랑,또올라왔어ㅋㅋㅋㅋ진짜 봄되면 생각남
1134,Lira,벚꽃엔딩이 봄이라는 계절에 대해서 얼마나 잘 표현하고 있는 곡인지 매년 봄 실시간 차트에서 찾을 수 있다는 것만 해도 말 다했지
1135,과니❣️,내 군대 입대곡이였던 노래훈련소에서 자대갔을 때 얼마나 이 노래들으면서 전역하고 싶었던 지 ㅋㅋㅋ물론 전역한 지금도~~~~커플은아니지만벚꽃놀이 꼭 가고싶네요 ㅎ
1136,ㅇㅅㅇ,버스커버스커를 대표하는노래
1137,jji***,듀스의 여름안에서가 벌써 20년째 여름을 대표하는 노래라면 앞으로 20년쯤은 이노래가 봄을 대표하는 노래가 될듯
1138,hip***,캬 ... 봄만되면 차트에 올라오는 버스커버스커 역시 !!
1139,hys***,드뎌 봄이‥ 오는건가?  추워죽음 ㅜㅜ
1140,ser***,"좀비같음.,슬금슬금 올라오시네"
1141,J,이노래들으면 여의도벚꽃축제그길에서걸어가는거생각나 완전짜응 설렘 분홍빛이막아른거림 치마도다시입고싶고 진짜봄이계절중에짜응
1142,hes***,아마 벚꽃 필 때쯤이면 1위 하고 있지 않을까 하네요 ㅎ
1143,다큰나이트,올해도 봄은 찾아온다!!
1144,hys***,봄에만 느낄수 있는 감정‥ 곧 봄이 오니 이 노래 들으면서 거리를 걸어보자구요!
1145,kms***,봄이 오면 가장 생각나는 노래
1146,J,쿡쿡
1147,J,ㅋㅋ계속올라옴
1148,jml***,바퀴벌레년 주제엨ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1149,J,ㅋㅋㅋㅋㅋㅇㅇ
1150,J,ㅋ진리임그래서
1151,J,ㅜ
1152,J,ㅋ맞음
1153,벚,진짜 그때쯤에 몇주쨰1위하고있음ㅋㅋ
1154,J,ㅇㅇ그리고벚꽃엔딩은또올라옴
1155,ㅎ,벚꽃엔딩짜유ㅠㅠㅠㅠㅠㅠㅠ
1156,qkr***,뭐야이노래.....봄마다 차트에올라와 있자나ㅋㅋㅋㄱㅋㅋ
1157,mto***,ㅋㅋㅋㅋ 봄바다 폭풍 역주행~
1158,구봉이,다시 오고있구나 미리 줄서봅니다
1159,pun***,봄캐롤의 계절이 오구있당!!
1160,avante,벚꽃연금 또 스멀스멀 올라오네평생타먹을듯
1161,hy4***,올해도 역쉬
1162,sh3***,스물스물~~
1163,mil***,올해도 어김없이 벚꽃좀비!!!ㅋㅋㅋ
1164,den***,올해3월되면 스물스물 차트올라옴
1165,kkn***,봄되면생각나는노래♥︎
1166,초ㅕㅍ,벌써 스멀스멀올라오다니
1167,링크,하모니카 소리 미친듯이 설레요아 또 봄이 오는 구나!그대여~ 그대여~ 그대여~~
1168,ash***,역시 벚꽃엔딩ㅠㅠ 역시 버스커버스커ㅠㅠ
1169,tvx***,이 노래만 들으면 괜스레 마음이 설레고 두근거려요ㅠㅠ❤❤❤❤❤
1170,J,ㅋㅋㅋ
1171,얄리얄라,미친새낔ㅋㅋ프사봐
1172,링크,마!! 미친새끼라니 내가 니 친구냐 ㅡㅡ
1173,roh***,이미 클래식
1174,niv***,이노래 2014 에 도 뜨길 바라는사람 좋아요 눌어요! 그대여 그대여 그대여 좋아요 ㅇㅇ?
1175,a01***,십리벚꽃길에서 들으면 최고!
1176,gil***,와~ 리뷰44444444번ㅋㅋ
1177,gil***,ㅋㅋ리뷰작성3번째
1178,gil***,리뷰작성
1179,gil***,봄바람&벚꽃
1180,487***,아1분밖에안되네
1181,gun***,사랑하는그대와단둘이손잡고
1182,gun***,역쉬!
1183,hoo***,추억이새록새록~
1184,dyk***,봄에좋은노래(^o^)
1185,mk4***,사랑하는그대와단둘이손잡고
1186,bud***,트윗애드온즈하위메뉴마지막바람바보
1187,bud***,ㄴᆞㄷㅂㅈㅂㄷㄱㄷ
1188,niv***,너무좋으다
1189,bud***,아침?바보?
1190,bud***,바보
1191,nic***,이노래 좋아요
1192,alc***,이노래좋음 여친있는데도
1193,bud***,아
1194,DJB-):-\,쇼
1195,DJB-):-\,아좋다~
1196,sim***,이노래들으면아무추억도없는데설리설리두준두준
1197,pps***,전 여자친구 그립네요 .. 여자친구 만날때 이노래 유행햇는데 ..
1198,yjh***,♥
1199,chi***,우리학교벚꽃축제에이노래썻는데
1200,shs***,이노래들으면뭔가가슴이웅클함 ㅠㅠ노래좋으다
1201,gns***,그대여 우리이제 손 잡아요
1202,any***,지금이 딱 벚꽃엔딩ㅜㅜ
1203,sh1***,봄 향기가 물씬♥
1204,gar***,벗꽃이 지다...
1205,wol***,명곡이다
1206,cho***,벚꽃만 보면 생각나는 노래~ 명곡이야♥
1207,wes***,벚꽃엔딩 됴티됴티♥
1208,nam***,봄~벚꽃~벚꽃엔딩이 필요~듣고싶어요
1209,job***,봄이니깐이노래들으면기분짱최고!!
1210,oh2***,봄에 듣고싶은노래 ㅎㅎ
1211,kwj***,이노래 들으면서 봄 거리를 걸어야하는데 수능공부라니!!
1212,카리스마낭만츄리,"버스커버스커,목소리 넘 좋음!"
1213,bae***,그대여~
1214,영이:^D,봄에는 버스커버스커♥핳♠
1215,ska***,버스커 진짜...대단하다
1216,mjm***,아...... ^.~          다운받고 싶당
1217,woo***,봄이 오면 생각나는 노래♥♥
1218,myl***,좋탸
1219,tes***,
1220,tes***,
1221,tes***,
1222,aud***,흩날리는 벚꽃 맞으러 갈까..~
1223,171***,요즘듣기 딱좋은 노래^^
1224,wel***,♥머리가 아닌 마음에 새기는 곡♥
1225,ssh***,들을때마다 기분좋아지는 곡♥버스커버스커 짱vv
1226,wel***,그대보다 보기 힘든 벗이 보고 싶다^^
1227,아무거나일단틀어,이게 바로 송테크...잘만든 앨범으로 시즌마다 입금...
1228,jfo***,봄날엔 역싀 점점 사라져가는 봄..
1229,wel***,여의도 벚꽃이 만개하는 날에 그녀의 손을 꼭 잡고 걸으리♥
1230,******,이런게 바로 진정한 힐링노래지♪ 아좋다
1231,gml***,정말 좋아
1232,klw***,흐캬♥♥♥♥
1233,cmc***,벚꽃. 마니마니 펴라
1234,chl***,역시 봄 하면 벚꽃엔딩이죠♥♥
1235,kbi***,봄이오면버스커버스커노래가팍팍땡기네요봄느낌팍팍
1236,꽉,봄이 오면서 다시금 생각나는 버스커버스커...ㅎ좋다
1237,whi***,추운 겨울에도 이 노래를 들으며 봄을 기다려왔어요. 다음주 주말쯤엔 이노래의 참맛을 느낄 수 있지 않을까요? 봄아 많이 기다렸다~~
1238,eod***,아하아하아하아
1239,vio***,와 차트 봐라;;
1240,kaf***,꽃샘추위도 잊게만드는 봄을부르는노래~^~ 언제들어도 달달한곡♡
1241,lon***,빨리 새앨범 나오길
1242,eun***,이제 봄인데 이런 노래로 옆에허전함  을없에야 겠군요...  하......
1243,ejd***,시발?
1244,jer***,아 애잔하다~~
1245,soh***,진짜 바람이 살랑이는 듯~♥
1246,joo***,봄냄새나는노래
1247,연듸,이노래 들으면 왠지설래.. 아무추억없는데ㅡ.ㅡ
1248,lsh***,이노래들으니 작년에 설레임이 생각나네
1249,DJ Czle,봄이왔다 벛꽃도왔다이제 버스커버스커만 오면될듯
1250,단아한그녀,벚꽃 엔딩만 들으면 봄이 생각나
1251,cpt***,벚꽃엔딩 = 봄의 알람소리
1252,gcs***,뭐 병신아
1253,pcr***,ㅋㅋㅋㅋㅋ귀염
1254,솔,ㅋㅋㅋㅋㅋㅋㅋㅋ
1255,eif***,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1256,연듸,알림 백개이상떠서 놀랬네... 벚꽃좀비가 또...
1257,1978390,벚꽃좀비 ㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋ
1258,하하,ㅋ
1259,HahnGyurl,zㅋㅋㅋㅋㅋㅋㅋ아무추억없는뎈ㅋㅋ
1260,bqk***,ㅋㅋㅋㅋ
1261,백설지영,귀염귀염 ㅋ.ㅋ
1262,klove8685,왜케웃기짘ㅋ
1263,Lem***,벚꽃 좀빜ㅋㅋㅋㅋ
1264,sha***,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ저도 ㅋㅋ
1265,syk***,전 이상형이 떠오르네요.......
1266,다슬냥,배뎃 빵터짐ㅋㅋㅋㅋ 아무추억없는데랰ㅋㅋㄱㅋㅋㅋㅋ
1267,연듸,추천수가 점점 올라가는걸보니 또..
1268,gen***,또....
1269,뚜,"아무추억없으니 설레는거애오,,,ㅎ 추억이있으면 들으면 슬퍼오,,,"
1270,뚜,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나도 ,, 다시 슬플일만들구싶다 ,,,"
1271,ㅇㅅㅇ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1272,han***,ㅌㅌㅌㅌㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋㅌㅌㅌㅋㅌㅌㅌㅋㅋㅋㅌㅌㅋㅋㅋㅋㅌㅌㅌㅌㅌㅌㅌㅌㅋㅋㅋㅋㅌㅋㅋㅌㅋㅌ
1273,sos***,ㅋㅋ
1274,may***,2017년도 벚꽃좀비때문에 알람이 또........ㅋㅋㅋㅋㅋㅋㅋㅋ
1275,연듸,4년째 알람와서 별 생각 없습니다 ㅎㅎ 석촌호수에 비나 한바가지 왔으면 좋겠네요
1276,조유리에인생베팅,ㅋㅋㅋㅋㅋ
1277,삐약이,맞아요..
1278,mmy***,훈련소때 봄에 군대에서 떼창했던 기억이 ㅜ
1279,ㅛㅎㅎ,또 올라왓습니다
1280,den***,작년엔 이거 들으면서 행복했는데ㅋㅋㅋ... 주륵..ㅠ
1281,연듸,좀비보러 오신분들 올해도 행복하십셔!!!
1282,xog***,이분 뜻밖의 6년째 정기알람..
1283,스타벅스,와 초등학생때 나온 노래가 아직도...
1284,갱,뜻 밖의 7년 째 정기 알림 ..*^^
1285,aut***,실버판테온도 설레십니까 형님
1286,차일드,하 육군 훈련병때 종교행사가서 떼창한거 기억난다 그때가 이 노래나온지 딱 1년뒤였는디..
1287,아힛뎀🌌,실버판테온ㅋㅋㅋㅋ
1288,차일드,ㅇㅈ
1289,LIFEynMAN,ㅋㅋㅋㅋㅋㅋㅋㅋ이젠 봄보다 더 봄같은 노래ㅋㅋㅋㅋ
1290,pan***,봄의노래♥
1291,pan***,봄의노래
1292,다샘,올해 첨 재대로 듣는노래!
1293,cco***,내년봄엔대학가서이노래듣고싶어요ㅎㅎ!!화이팅
1294,포효,어쩐지 여운이 맘에 남는 노래
1295,개수빈,이제곧 벚꽃의계절 !!!
1296,카르페디엠,봄에 캐롤 듣는기분 두근두근 벚꽃엔딩
1297,tyn***,아련하네요
1298,sar***,봄이 오면서..이 노래가 먼저 생각났다. 작년 윤중로의 벚꽃이 생각나며 행복해져온다...
