,melon_id,댓글
1332,PAKA,앗..아아...
1333,gjtngru,범준이형 오랜만에 연금엔딩듣고갑니다
1334,marcheli,"곧 오겠군.


늘 혼자 들었는데.
올해는 애인과 들을수 있으면 좋케따."
1335,NohA,빨리 올라오면 좋겠더
1336,쭌이맘주야맘,이제올라올텐데
1337,탈퇴한 회원,곧 올라오겠군
1338,HalfBlooD,슬슬 올라올때 됬는데
1339,isco22,이제 고1이되는구나
1340,GuHyeon93,이 노래로 ㅈㄱㆍㅇ범준은 얼마를 벌었을까요?
1341,nalorlomd,이 노래가 차트에 보인다는것은 봄이 오고 있다는 것 입니다. 아직은 봄이 멀었나봐요...춥당
1342,Nellon.,일병때 혼자 공차다가 왕벚꽃나무 맞추고 휘날리는 벚꽃잎 보면서 설레던 기억이나는구만
1343,Chae-hee,30만 ...... 우아
1344,우리민족최고,2012년 군대에서 근무 끝나고 BX에 가면 들려오던 노래. 벤치에 앉아서 아이스크림 들고 이 노래를 들었던 그 시절이 생각난다
1345,탈퇴한 회원,갑자기 생각나서 버스커버스커 노래 연속으로 듣다가 벚꽃엔딩도 ㅎㅎ 한겨울에 들어도 설레요ㅠㅠ 언제쯤 남자친구랑 같이 들어볼까요
1346,광대광대광대여자,좋아요30만 첨보네ㅋㅋ
1347,j_un,내년에봐요
1348,FVC,"아이돌 ㅈ같은 노래 제외하면 좋아요 개수 좋니2위 야생화3위다 특히나 엑소는 팬덤빨이 십오지는 부분 ㅇㅈ?
재생 다운로드
겨울소리
박효신
겨울소리"
1349,ljw7048,"좋아요 30만은 처음보네...
명곡이니까 인정함!"
1350,닮은__살걀,300373
1351,112101,대학교 1학년때 나온 노래라 그시절 생각남ㅋㅋ
1352,전익동,300360
1353,홍성호,"미리메리크리스마스도 올해 지났으니
내년에 벚꽃엔딩 들으러와야지."
1354,Bisuu,고마워요 추억하게 해줘서
1355,WhoArU,"300,300"
1356,이용권가격너무비싸,"브래드40대되겠다...
제대하고나서 버스커로 앨범좀 내주세요 제발ㅜ"
1357,너무늦은밤이야너무긴이별이야,30만 축하용
1358,kopl73,"300,200"
1359,차니_,봄 여름 가을앨범은 있는데 겨울앨범은 왜 없는거야... 빨리 컴백좀..
1360,Iouu,300111
1361,I_Love_You_3000,30만 언제 넘긴거지 기다리고 있었는데
1362,뭐할까아.,성지순례 왔습니다
1363,난나지환,와우 언블리버블
1364,탈퇴한 회원,결국 올해안에 30만을 찍었어
1365,아이유참좋다ㅎ,"30만 경축 겨울인데 듣고 있다 ㅋㅋㅋ 그래도 의외로 봄느낌나네 좋다 ㅎㅎㅎㅎ
재생 다운로드
벚꽃 엔딩
버스커 버스커
버스커 버스커 1집"
1366,아이슬___,구아악
1367,잉잉구구구,30만...
1368,쟈스민향이가득한,우아 멜론최초 30만돌파
1369,그대의우주,"좋아요 개수 이게 벚꽃엔딩 다음으로 두번째로 많은데요?
재생 다운로드
Ko Ko Bop
EXO
THE WAR - The 4th Album"
1370,진슥잉,최초 30만이네
1371,RABBIT_PUNCH,목소리 진짜 좋다 벚꽃엔딩이란 노래랑 너무 잘어울림
1372,I_MODA_U,와 이거 며칠동안 대기타고 있었는데 안본사이에ㅋㅋ 벚꽃엔딩 30만 좋아요 추카합니다!!!!!!! 내년 봄에도 들릴노래!!
1373,마마무소,와 30만 넘었네 299999때 누르려고 기다리고있었는데
1374,휘인아지은아,멜론최초 좋아요 30만 보러 왔슴다
1375,BeYourLover,벜부심이 차오른댜
1376,smiiiiiii,❤️❤️❤️30만 축하합니다❤️❤️❤️
1377,SAY_YOU_LOVE_ME,299999라니
1378,haribo__,벚꽃엔딩 30만 좋아요 축하드립니다~
1379,기역니은디귿리을미음비읍,야호!!!!!!!
1380,Zzz...0,299995
1381,바람풍물결랑,16개 남았다~
1382,치츄수야,"299,981

-19"
1383,jtj2486,37개남음
1384,탈퇴한 회원,41개 남았다 ㅎㅎ
1385,Io_oIbb,오르는 속도가 느린디 이러다 좋니한테 최초 30만 따일듯
1386,RABBIT_PUNCH,하트수보러 왔습니다 여전히 노래 좋네여
1387,coo3210919,299942
1388,진슥잉,이거 30만되면 멜론 첫 30만 아닌가?
1389,아이유참좋다ㅎ,하트 70명 남았다...!
1390,최재성,님들 하트 우예줌??
1391,코마츠나나,않이 지울꺼면 90대 간다음에 지워요;;
1392,seeand,299915 였는데 왜줄어들어 ...
1393,dnjsdl3ro,좋아요 개수 줄어드네ㅜㅜ 자기가 30만번째 되고싶은건가...
1394,SAY_YOU_LOVE_ME,"11월14일 16:05
299,909
이러니까 좋아요 줄어드네 ㅋㅋㅋㅋㅋ 재밌다.."
1395,I_MODA_U,"10일 안으로 되겠다ㅋㅋ
299914
17.11.14 22:50"
1396,코마츠나나,이번주안에 가능?
1397,베지밀마차,299911
1398,치츄수야,"299,909

-91"
1399,샤이월드,299906
1400,치츄수야,"299,888

-112"
1401,I_Love_You_3000,30만까지 148개 남았네 정말 올해 안에 30만 돌파하겠구나 ㅎ
1402,yonggary0525,몇년이 지난 지금 들어도 5년전 봄이 생각나 웃음짓게 만드는 노래
1403,Regender,좋아요수 실화냐 이런 미르띤
1404,밈멍미,299811
1405,샤이월드,299800
1406,탈퇴한 회원,299790
1407,탈퇴한 회원,30만 얼마안남았네요
1408,jtj2486,299738
1409,샤이월드,299712
1410,최재성,폰으로 하트 못찍냐 얘들아 나 급하다 ㅜㅜ
1411,마마무소,299704
1412,q9pq9pq9p,"299,695"
1413,태쓰.,"299,692"
1414,탈퇴한 회원,"299,674"
1415,Stray_77,"299,666"
1416,홍서뤼,"299,661"
1417,풉훗피식낄낄,"30만 가나요~~~(299,655)"
1418,do-you-,명곡.. 몇년을 들어도 안질리네 진짜ㅠㅠ너무좋다ㅠㅠ
1419,아크숑가묭,ㅋㅋㅋㅋㅋㅋ벚꽃좀빜ㅋㅋㅋㅋㅋㅋㅋ
1420,hoonpage,299633!
1421,식식22,299616
1422,아영1029,299603!
1423,친절한새우깡,299602!!
1424,코마츠나나,12월 오기 전에는 무조건 30만하트 가겠네
1425,서미광,299538
1426,황행나행__,299522
1427,쿄느,가사에서 벚꽃 냄새가 나는듯한 느낌
1428,윤하윤핡,시작부분멜로디부터 들어도 괜히 막 설레게 되는 곡
1429,지으님3,"바람 불면 울렁이는 기분 탓에
나도 모르게
바람 불면 저편에서 그대여
니 모습이 자꾸 겹쳐

이부분 좋다ㅋㅋ"
1430,hswidtipy,와 이노래가 그럼 좋아요 1위곡입니까?
1431,아이유참좋다ㅎ,약 700명 남았다 ㅎ
1432,라드뮤지엄,내년봄이면 30만 넘을듯
1433,DeeferKissKyo,벌써5년전곡이라.. . 맨날들어도 넘좋은! 내년은이젠 6년전.. . 세월이.. 왤케 빠르냐?...
1434,아이유참좋다ㅎ,멜론 최초 30만 좋아요 각이다 ㅎ
1435,김성현,그대어최고
1436,ㅎㅎㅎㅎㅎ123459ㅣ,299245
1437,우기명기,좋아요 기다렸다가 299999때 내가 30만 찍을겁니다
1438,예꾸민뭉이,299237
1439,즐겨찾기On,299299♥
1440,I_MODA_U,299175
1441,O산소O,"299,156 !!!"
1442,Sky_하늘,"299,148"
1443,전국구쫑알이,299133
1444,탈퇴한 회원,"299,100!"
1445,에어팟캐스트,299999!
1446,김우빈수빈,"299,095"
1447,깨볶,"299,085"
1448,배동준.,299082
1449,토루루루,299071
1450,sjske,299064
1451,향미-,"299,057
4시간만에 좋아요 또 올랐네요 ㅎ
곧 30만 볼수있겠어요"
1452,아이슬___,299048 좋아요 꾸준히 조금씩 올라가는거 진짜 신기하다ㅋㅋㅋ
1453,끄울,299044
1454,예꾸민뭉이,299035
1455,wook0319,299023
1456,금내씨,"299,015"
1457,쥬예결경퀸,내년 봄에 30만 찍을듯요
1458,잘자거나깨있거나,천개만 더 받으면 멜론 최초 30만...!!
1459,dnjsdl3ro,298999
1460,초대메이비스,298.993
1461,개롱이_,298.991
1462,아아사라라,298976
1463,p.___.q,298.965
1464,MGJH,"298,938"
1465,Sky_하늘,"298,925"
1466,haribo__,298899!
1467,롤리폴리롤리롤리폴리,"1100개쯤 남았다..,ㄷㄷ"
1468,탈퇴한 회원,성시경님이 콘서트에서 부른 노래로 온전히 듣게 된 저는 이 가사만 보더라도 버스커가 아닌 성시경님의 음성이 자동 지원되네요ㅋㅋㅋ
1469,HUNIXXI,298866
1470,Areea,298769
1471,terian92,"298,729 진짜 얼마 안남았어요ㅋㅋㅋㅋ! 장르불문 모두 바라는 벚꽃엔딩 멜론 최초 30만 좋아요! 올해에는 무조건 가능할 듯 하네요ㅎㅎ"
1472,O산소O,"298,674 :D"
1473,g0oood,오랜만에 듣는데 진짜 명곡이다
1474,뿌뿌야요정,"298,653"
1475,징징._.,"298,644 :)"
1476,Mechatronics,298623
1477,DEOK_,"300,000 이 눈앞 모두들 벚꽃엔딩 하트 눌러주세여"
1478,야근돌이1,올해 삼십만 간다
1479,탈퇴한 회원,30만찍어야지ㅋㅋ
1480,바쁜벌꿀1,"298,529!!!"
1481,im185,멜론최초30만
1482,vPrhkstnfus,거의 30만 실화?
1483,HOPE1113,298491
1484,ㅂHㅋㅕLi_s2,"298,462"
1485,Ifeelgyu,이정도면 멜론 이용자들 8~9할이상은 좋아요눌렀다는거아니냐?
1486,im185,"그러니까나의예언 1 30만찍는다하트
2 버스커버스커님이노래를새로운거말들어서랭킹버스커버스커님이노래를새로운거말들어서랭킹차트1위거됀다
3 없다...."
1487,I_MODA_U,298361
1488,I_Love_You_3000,"298,331"
1489,ㅎㅖ여ㄴ,이거진짜 30만 하트각인데
1490,baek67,벚꽃재밌다
1491,im185,30만찐짜찍겠다
1492,im185,스포ㅋㅋ
1493,섹후땡,순위서 내려갈때마다 점점 더워짐; 봄시작 열고 봄끝까지 닫고 가는듯ㄷㄷ 봄레전드명곡..앞으로도 어떤노래가 나와도 누르기 힘들듯
1494,뿌리깊은나무♥,"""봄,벛꽃은 아직살아있다""!!!"
1495,밍유__,봄과 잘어울리는 노래.. 진짜 봄 하면 떠오르는 노래
1496,codi771,헉 곧있으면 좋아요 30만개
1497,스포_,돈바람 휘날리며~
1498,학이ㅣ,조아ㅋㅋ
1499,장원영__,멜론 최초 30만하트ㄱㄱ
1500,모자쓴틴틴,봄의 이미지 그 자체까지 영향을 준 곡이라 생각해요.
1501,천재_짱짱맨_뿡뿡,하트수봐라ㅋㅋㅋㅋㅋㅋ
1502,kim040510,"이노래나올때 쯤이면 봄이온다는걸 느낀다...
이노래면평생연금 급이네."
1503,im185,봄봄봄보다한수위인거같고노래좋고
1504,맛나는노래,30만 찍겠다
1505,tTTt,"벚꽃좀비 ㄷㄷㄷ
ㅇㅈ"
1506,탈퇴한 회원,벚꽃좀비
1507,heehey,차트 순위보소ㄷㄷㄷ 13위...
1508,자몽A드,12위. . . . 근데 넘나좋아서 인정♥
1509,ij8687,넘쥬아
1510,sspo99,크..연금엔딩 지렸다
1511,rab135,이 노래만큼 봄 느낌이 나고 봄에 듣고싶은 노래가 있을까ㅠㅠ? 벚꽃이 피기를 기다리면서 봄이 올 즈음에 들으면 괜시리 두근거림..
1512,Dal_93,봄이 왔군여!
1513,q.u_u.p,앙 범준띠~
1514,clara.daisy,미오가 부른 벚꽃엔딩도 레전드..남자 셋이 화음넣는거 진짜 꿀떨어짐ㅠㅠ님들 유튭에 미오 벚꽃엔딩들어보세여...
1515,clara.daisy,놀러가고싶다 고삼이라니...
1516,gyuram01,하트수 30만 찍겠다ㄷㄷ
1517,yhhppp,장범준- 벚꽃연금
1518,문제0ㅑ문제,복권엔딩 실화임? ㅋㅋㅋㅋ
1519,LeFre,9위 실화냐ㅋㅋㄱㅋ
1520,탈퇴한 회원,벚꽃좀비ㅎㅎ 들을때마다 새로운 신기한노래♡
1521,7dus2,이걸로 60 억을 버셨다는..그..ㅎㄷㄷ
1522,wjd3123,봄마다 아파트 한채씩 산다는 후문이...
1523,우비씌,ㅋㅋㅋ좋아요보고 순간 닭살돋았네 실화냐 ㄷ
1524,Han_young,벚꽃캐럴....
1525,꽃사줄까,"날씨가 포근해지고 봄냄새가 올라오면
어김없이 검색해서 듣게되는 노래"
1526,futos,몇년동안 봄만되면 차트위로 올라오냐 ㄷㄷ
1527,뮤지컬배우김진혁,ㅎㄷㄷ벚꽃좀비...
1528,몽환성,실시간 10위네 미쳤네
1529,아뭐지그그그,좋아요 29만 실화냐
1530,KyoShin,최초로 30만가나
1531,daaaababy,좋아요 실화?
1532,셍긋인디언보조개,다시 봄.....다시 듣는 곡.
1533,marialifah,좋아요
1534,qwaszxㅏㅡㄱㄴㄷ,순위 ㄷㄷ
1535,서뇨2,봄만되면 찾아오는 마법같은 노래.... 역시 봄날엔 이것만큼 좋은노래가 없네요
1536,Hansol,벛꽃연금이 순위에 올라온걸 보고 봄이왔음을 실감하게 되었다.
1537,못난이구름,"벚꽃을 봐 놓고 벚꽃엔딩을 안 들었네
어쩐지 뒤가 찝찝하드라~
이제 맘이 편하다 ㅎㅎ"
1538,blessedguy,와 벚꽃좀비 100년은 가겠다
1539,tpfus33,???:봄왔다 가즈아!!
1540,CREWCROW,ㅋㅋㅋㅋㅋㅋ 다시 1위했네 개쩐다
1541,꿈피디,벚꽃 시즌이구나 ㅋㅋ 장범준 연금 개부럽네 ㅋ
1542,용용용용_,ㄱㅜㅅ
1543,wltn1116,가사랑 멜로디만으로 사람 기분을 울렁이게 하는 노래...
1544,양2222,ㅋㅋㅋㅋㅋㅋㅋ.벚꽃좀비
1545,dghm520,ㅋㅋㅋㅋㅋ 벚꽃등수보러 멜론 들어옵니다
1546,couleur70,연금 짤랑짤랑
1547,탈퇴한 회원,이젠 어디까지 올라왔나 궁금해서 멜론 들어와봄ㅋㅋㅋ
1548,mishome,이 노래 내가 초딩때 나와서 중 3때까지 항상 봄 되면 이노래 뜨네 ㅋㅋ 진짜 대박이다 ㅋ
1549,탈퇴한 회원,벚꽃좀비님 그만 올라오세요....
1550,행운만있네,"씨...개부럽네...
비틀즈 안부럽겠넹"
1551,lovingmochi012,연애하고싶다 이거 들으니까ㅠ
1552,곰이랑동이,"차트 올라오네!!
역시 !!!"
1553,Vinci.,"또 벚꽃시즌 이네 또 이노래 올라온당
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
1554,ILLUSIA,와우 오늘자 11위... 대단합니다 벚꽃 연금...
1555,탈퇴한 회원,날씨가 좋아서 들으러옴ㅋㅋ
1556,magic__,"역시 벚꽃연금..
순위에 또 올라오기 시작하네요 ㅋㅋ"
1557,뮤직이즈머니,"집에 가는 길에
나도 모르게 흥얼거리는 이 곡이 뭔 가 싶었는데
생각해보니 벚꽃엔딩이더라구요.
무한 반복하면서
이제 꽃망울이 올라와있는 벚꽃나무를 보고있으니 만개할 날이 기다려지고
행복했어요 ㅎㅎ"
1558,프랭키뉴욕,밤꽃엔딩
1559,우우웅니니,벚꽃연금 제데로네..ㅎ
1560,레베러비럽,벚꽃좀비
1561,Rubell,그새 또 2위 더 올라갔네 클라스ㄷㄷ
1562,ireneBB,여러분들 벚꽃엔딩 물론 좋지만 벜벜의 봄바람도 들어보세요ㅠㅠㅠ분명 어디선가 들어본 적이 있을 거고 이 곡을 장범준이 만들었다는걸 알고나면 놀라실거에용~! 봄바람 같은 곡 중에 유희열의 공원에서 라는곡도 들으면 바로 아실거에요^.~
1563,조영석,올라오네 점점
1564,gun619,벚꽃피면 순위 엄청오르겠네
1565,vbwer123,여윽시 벚꽃엔딩이다
1566,학자7,5년 된 노래를 아직까지 볼 수 있다는게 추억도 새록새록들고 좋은거 같다. 아무튼 벚꽃좀비/벚꽃연금 스물스물 다시 올라오는거 반갑다@@@@
1567,예쁜달종현,"이노래 별로 안좋아했음 진심
근데 며칠전 관광지 분수대옆 잔디를
남자친구와 손잡고 걸으며
너무 행복했는데 어디선가
너무좋은노래가 나옴
며칠뒤 동영상 확인하는데 벚꽃엔딩ㅋㅋ"
1568,유갤럭시,진심 개띵곡
1569,Domong,벚꽃연금의 시작
1570,RCHA,봄마다 계속 생각나는 노래.. 차트또올라오네
1571,sangten,"두근거리고 기대됐던 중1
그리고 지금 더 높이 뛸 발판을 다지는 고3
매년의 시작이었던 봄에는
항상 이노래였다"
1572,KIEN_KY,벚꽃연금만기일ㅋㅋㅋ
1573,p054012,기상청보다 정확하다는 벚꽃연금 성지순례 왔습니다
1574,Tidyy,벚꽃연금 만기일 다가오신 범준찡ㅋㅋㅋㅋ
1575,ThisPuls,올해도...또 올라오네 ㅋㅋ
1576,손현서니,이노래는 들을때마다 벛꽃이휘날리며 좀비가올거같다
1577,으흉..,좋아요 수 쩐다....이제 봄이니까 곧 차트 1위 접근하겠네
1578,Classsssssic,벚꽃좀비 클라스... 몇십년간은 갈듯
1579,Buddy._.,좋아요 수 실화입니까ㄷㄷ
1580,꽃펀,진짜 이노래는 명곡 중에 명곡이다..ㄷㄷ아니 어떻게 노래하나로 이렇게 봄느낌을 낼수있지 딱 듣자마자 봄이구나..라고 진짜 느껴짐
1581,노잼이면흠냐리하는사람,벚꽃좀비 클라스ㄷㄷㄷㄷㄷ
1582,bright9912,고3인데 이거들으니까 너무 놀러가고싶다 오늘 날도 따뜻한데...ㅠㅠ
1583,비규,"비오면 비가오는날엔듣고
봄이오면 벚꽃엔딩듣는닼ㅋㅋㅋㅋ"
1584,1995.12.21.,봄되면 생각나는 노래! 이 노래 안들으면 봄 온 느낌이 안난다
1585,DRET33,"이 노래들었을때 중학생이었는데
벌써 대학생 ㅋㅋㅋㅋ"
1586,JohnBlack,"봄 만 되면 항상 떠오르는 노래, 이곡의 비결이 뭘까? 항상 봄만 되면 이노래가 가장 많이 뜰까?"
1587,김태민,"공
무
원
버
스
커
버
스
커"
1588,방탄그거해사랑,이노래를 들으면 이유도없는데 설렌다. 2012년 때가 새록새록 떠오르고 그냥 설렌다. 봄에 따스한 햇살속에서 행복하게 놀고있는 그림이 그려진다
1589,달뮤,좀비음악..봄되면 다시 살아나는... 이젠 좀 무섭다 ㄷㄷ
1590,오우직격탄이네,이제는 신앙 수준
1591,QOOD,질릴듯이 들어도 봄이오면 나도모르게 들어지는곡 ㅋㅋㅋㅋㅋㅋ이노래들으면 소풍가고싶음..
1592,Lim_S,아 무섭다
1593,ciozen,좋담!
1594,깃털째요ㄴ,역시 벚꽃연금
1595,태태보라햇,언제 들어도 설레이고 좋은 노래
1596,상현96,사실상 연금 노래
1597,1st멜lon,진짜 미쳤다 이노래.... 벚꽃피면 1등으로보자~~~
1598,H.Ks,와 좋아요 이정도 첨본다..
1599,신팝,이노래가 좋은 건 봄이 와서도 좋지만 봄날같았던 스무살때 모습이 떠올라서 좋다
1600,싱싱망고,날이따듯해지니 다시 듣고있음. 봄되면 계속 생각나는곡
1601,가나마바아자가,이곡은 미쳤다
1602,Sky_하늘,좋아요 28만개돌파~
1603,니니냐냐니니뇨,봄되면 또 올라오네 싶다가도 나도 꼭 듣고싶음 ㅋㅋㅋ
1604,ㅣㅣ밍ㅣㅣ,28위......실화인가....
1605,마._.,25위 라니
1606,아이유참좋다ㅎ,버스커.. 실시간 1위까지..ㄷㄷ 거기에 더신기한건 벛꽃엔딩이 밑에 떠잇어 ㅋㅋㅋㅋㅌ
1607,kimsin123,벚꽃좀비의시기가또왔군요...
1608,아이유참좋다ㅎ,이번년도 역주행 시작인가..ㄷㄷ
1609,쿨쿨k,"어제 순위 68위 , 현재 순위 45위 (12계단 하락... 그렇다면 몇시간 전에 33위 찍었다는 야그?)"
1610,Jeonji,벚꽃연금.....슬슬올라온다..ㄷㄷ
1611,ELENA26,오늘 기분좋아서 들으러옴ㅋㅋㅋㅋㅋㅋ
1612,리미리미장,탄핵되고 들으러 옴ㅋㅋㅋ 대한민국에 이제 봄이 오길♥
1613,발리새벽,나도 모르게 벚꽃좀비를 소환하고 있네요. ㅎㅎ
1614,atucsa,올라오는구만
1615,Dongwoo_01,슬슬...
1616,ramie0,놀라운건 2012년 3위밖에 안된다는거.. 그래도 2010년대 통합 100위 나오면 3위 안에 있을듯
1617,마헬메,슬슬 벗꽃좀비 올라 올때 아닌가
1618,도라예은,이번 봄 잘 견디고 수능 잘보게 해주세요
1619,willy102,벚꽃보험
1620,뽐_S2,벚꽃 좀비 ~
1621,1l1l1l81l11i1ll,므믈스믈 또올라온다.
1622,FANXYXCX,차트보다가 개놀랬네 또 올라왔냨ㅋㅋㅋㅋㅋㅋ
1623,Ryanjoo9,올해봄은 10cm 봄이좋냐랑 벚꽃엔딩 두개구나!
1624,알약고기,오늘도 찾아온 그들의 좀비는
1625,바래다주던,우아 벌써 봄인가보다...
1626,근혜탄핵개이득,버스커버스커 컴백 언제쯤 할까?
1627,탈퇴한 회원,좀비떳다
1628,ㅣㅣ밍ㅣㅣ,와우..... 59위... 이제 진짜 봄인가....
1629,콩나옹이,이노래는 몇년뒤까지있을까 궁금하닼ㅋㅋㄱㄱ
1630,조씨_,ㅁㅊ 37위
1631,19살.,또 스물스물 올라온닼ㅋ
1632,Oneboy,이곡은진짜희대의명곡이다 ...
1633,zjhlim1,좋아요 27만개 미쳣네
1634,fhwhsjjw,ㅋㅋㅁㅊ43위
1635,이주영,봄이 결국 온건가
1636,snow-flake,올 봄 그들이 온다
1637,슬기만큼만해라,대한민국 봄 그 자체
1638,포항박군,벚꽃좀비...
1639,dltmf6988,우리나라 4대연금 국민연금 공무원연금 사학연금 벚꽃연금
1640,따수워라,ㅋㅋㅋㅋㅋㅋ1위 찍었네 이제 진짜 봄이로구나
1641,Ym0229,"봄이 오면 젤 먼저 생각나는 노래 ♥
그대여 그대여 그대여"
1642,근혜탄핵개이득,10시 87위 ㄷㄷ
1643,How_wow,남자친구 생기게 해주세요
1644,잭._.,102위.. 곧 차트인 할 듯 합니당
1645,큐티따거,음..때가 되었군...ㅋ
1646,닝기리마떼,슬슬 기어올라온다
1647,러버쉬,좋은 인연 만나게 해주세요!
1648,니가테,차트 다시 올라오는군ㅎㅎ
1649,서혀닝혀닝,노래만 들어도 설레ㅠㅠ 봄이다
1650,탈퇴한 회원,4월인적성 잘보고 면접 하이패스해서 취업되게해주세요
1651,lch7227,벚꽃연금의 계절이 와씁니당
1652,탈퇴한 회원,벚꽃연금 지리네
1653,e_kooow,"벚꽃엔딩 역주행이 진짜 언제까지 계속될지 궁금 ㅎㅎㅎ
이러다 봄됬는데 차트 안올라오면
뭔가 내가 괜히 섭섭할듯ㅋㅋㅋㅋㅋ"
1654,juniel-,입춘이 훨씬 지남에도 한파가 만연한 한반도에 벚꽃 좀비가 한국의 봄을 강타한다. 국민들의 마음을 조물딱 조물딱 사실 한국의 비선실세는 장범준일 지도... 나도 벚꽃 같이 보고싶어 정말 못 봐서 안타깝다 만기야 이글 봤으면 좋겠다. 연락은 못하지만 그래도 많이 좋아해. 보고싶다
1655,비오는날에는파전에동동주,"ㅁㅊ다 가사부터 멜로디까지 하나하나 너무너무 설렌가 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 두근거려 ㅠㅠㅠㅠㅠㅠㅠ
수험셍이라서 노래들으면서 공부하는데 뛰쳐나가고픔 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ흐오어엉"
1656,청잏,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ대단해서 말이안나온다 이젠 일간차트까지 차트인해버리는 벚꽃연금ㄷㄷ
1657,stormkm3,노래 넘~좋아♥♥
1658,Lim_S,이젠 무섭
1659,김석정,올라오기 시작했다....
1660,mk-.-,로또 1등 되게해주세요
1661,Jungta2,또 시작된건가......
1662,에꾸잉,적당히 해 X발
1663,Pone_tive,다시 올라온다아아아
1664,Chloe.Leehom,"벚꽃느님
남자도, 공부도 잘 되게 해주세요...
살기 넘나 힘든것..."
1665,탈퇴한 회원,벚꽃 연금이 매년 3~4월에 차트권에 오른다...
1666,hesoo1228,4월의 제왕... 그가 돌아온다!!! 경배하라
1667,어차피엑소가대상인걸요,빨리 듣고싶고 2050년까지 듣고싶은노래
1668,Metamorphosis,"분명 그냥 노래를 듣고있을뿐인데
내 주위로 벚꽃잎이 휘날리는 것 같은 노래."
1669,잭._.,벚꽃 아직 피지도 않았는데 차트 105윜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1670,youth_by_young,제가 생각하고 있는 모든 것들이 이루어지게 해주세요 엔시티가 행복하게 해주세요
1671,쪼롱말,헤어진 여자친구를 다시 만나게 해주세요.. 카드절도체리
1672,슬기만큼만해라,장범준을 공무원으로 만들어준 노래.
1673,기승전싕,꺅~봄이닼ㅋㅋㅋㅋㅋ
1674,wldnjsl18,이정도면 교과서에 실어야지
1675,영원히V.I.P,우리나라 역사에 남을 좀비곡 봄만 되면 다시 차트진입하는거 소름끼침 ㄷㄷ
1676,전비디이조,둘이걸어요호~~
1677,jess1e,매년 봄마다 듣지만 질리지 않고 계속 듣고 싶은 노래
1678,eses0811,3월의첫곡이지
1679,악마나부기나연,좀비들이 몰려오네ㄷㄷ
1680,로제파스타아,또 올게왔군 ㄷㄷ
1681,지앉,노래가 너무 봄느낌이라 평생 봄되면 차트진입할거같음
1682,Simon_Sens,"이젠 봄이 오면 이 곡이 역주행 하는 현상이 당연하게 여겨지네요 ㅋㅋㅋㅋ 이쯤되면 거의 하나의 봄 풍습 수준 ㄷㄷ 역시 국민 봄 캐럴송!!
재생 다운로드
벚꽃 엔딩
버스커 버스커
버스커 버스커 1집"
1683,woo11322,3월1일 실시간 차트 100위 연금 시즌 ㅋㅋㅋㅋㅋ
1684,YH워너비,좋아요27만 와....
1685,파워홍짱,또다시 연금 시즌인가....
1686,동구리..,슬슬 올라오시나요~~~
1687,밀감뀰,딸이 벚꽃수저랰ㅋㅋㅋㅋㅋㅋ진짜 예쁘다
1688,까라멜마끼아또,드디어 부활인가...
1689,캐시먼,굿굿굿
1690,슈가루밥,이노래는 언제쯤이면 사라질지가 의문임 봄이없어져도 안없어질노래..
1691,gkdms1113,아직추운데~ 벌써 듣고잇다 나돜ㅋㅋ
1692,스피릿~*,또 올라간다!!!ㅋㅋㅋ
1693,카루세아린,시작됐다ㅋㅋㅋ 아직추운데?
1694,okok01310,2월 28일 차트인.
1695,SUGAWAII,장범준씨 딸은 금수저가 아니라 벚꽃수저네
1696,탈퇴한 회원,"이노래는 차트안에 올라오지도 않앗네요 ...
재생 다운로드
봄봄봄
로이킴
봄봄봄"
1697,잭._.,또 그들이 온다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1698,볼빵빵김용똔,머여 벌써들어왔어ㅋㅋㅋㅋㅋㅋ
1699,연희-_-,헐...다시 차트진입함? 벚꽃좀비 ㄷㄷ
1700,열로족,벚꽃좀비&벚꽃연금
1701,HAVERTZ,Zombie
1702,잠팅이111,갓갓 갓갓
1703,탈퇴한 회원,벚꽃좀ㅂ
1704,STARKINDUSTRIES,"또 차트인했엌ㅋㅋㅋㅋㅋㅋ대박이다 장범준 부러워,,,"
1705,DOLKONG,장범준 : 더도 말고 덜도 말고 봄만 같아라
1706,이름할개없어요어쩌라는거야,크~벛꽃연금
1707,StartUp,차트인 헐..
1708,qhtmf519,봄만 되면 듣게되서 나온게 최근인줄알았는데...12년도네...와..대박이다ㅋㅋㅋㅋ근데벌써봄이라니ㅜㅜ
1709,SEBAEKS2,벚꽃좀비가 슬슬 기어나온다.......ㅎㅎ
1710,우리의_새벽은_낮보다_뜨겁다,벚꽃연금 차트인ㅋㅋㅋㅋㅋㅋㅋ
1711,탈퇴한 회원,장범준 버스커버스커 화이팅
