,user,comments,processed_comment
859,don***,봄의노래가시작됬닼ㅋㅋㅋㅋㅋㅋ버스커버스커화이팅!,"['봄', '노래', '시작', '되다', '버스커버스커', '화이팅']"
860,nss,스타트,['스타트']
861,kin***,벚꽃연금ㅋㅋㅋㅋㅋㅋ,"['벚꽃', '연금']"
862,con***,작년에 연금이나뭐니내년엔 안들어야겠다...하는데 또 듣고있는 노래...,"['작년', '연금', '뭐', '내년', '들다', '하다', '또', '듣다', '노래']"
863,div***,봄스커봄스커,['봄스커봄스커']
864,hsk***,봄이라서 다시 찾게 되는 노래..,"['봄', '다시', '찾다', '되다', '노래']"
865,kys***,벚꽃연금이네...부럽,"['벚꽃', '연금', '부럽다']"
866,gkf***,벚꽃좀비,"['벚꽃', '좀비']"
867,훈녀ㅡ귀ㄷㅡ,질린다해놓고 노래가 나오면 듣게된다....,"['질린다', '놓다', '노래', '나오다', '듣다', '되다']"
868,zoo***,힘을 내요 벚꽃파월,"['힘', '내', '벚꽃', '파월']"
869,dnt***,와 진짜 벚꽃좀비 대박 ㅋㅋㅋㅋㅋ위아래는 아무것도아니였어,"['오다', '진짜', '벚꽃', '좀비', '대박', '위아래', '것', '아니다']"
870,ㄱ,봄이왔다!,"['봄', '오다']"
871,har***,스믈스믈~~~.~~~~~~올라온다~~~~~봄이구나~~~~~.~,"['스믈스믈', '올라오다', '봄']"
872,gus***,다시 올라가자~~!!,"['다시', '올라가다']"
873,ryu,또 ?,['또']
874,con***,하.. 진짜 역주행하는거봨ㅋㄱㄱㅋㅋ,"['진짜', '역주행', '하다', '보다']"
875,dod***,진짜 대단하닼ㅋㅋㅋㅋ버스커버스커는 노래안내도 평생 벚꽃엔딩으로 먹고살듯,"['진짜', '대단하다', '버스커버스커', '노랗다', '평생', '벚꽃', '엔딩', '먹고살다']"
876,har***,진짜 일집은 버릴노래가 없넼ㅋㅋㅋㅋ명반이다 진짜,"['진짜', '집', '버리다', '노래', '없다', '명반', '진짜']"
877,min***,노래좋다....,"['노래', '좋다']"
878,조웁,적금깨러 오셨네,"['적금', '깨다', '오다']"
879,julius,버스커 연금의 계절이 돌아왓네요,"['버스커', '연금', '계절', '돌다', '왓']"
880,eh9***,내일 또 따뜻하다고 하니까 1위 다시 갈수있을듯~~,"['내일', '또', '따뜻하다', '하다', '위', '다시', '갈다']"
881,pun***,우아~ 봄이 다시왔구나,"['봄', '다시', '오다']"
882,sak***,또 봄이왔네요,"['또', '봄', '오다']"
883,tjd***,노래 완전 좋네요 ♥♥♥♥♥♥♥,"['노래', '완전', '좋다']"
884,bok***,대 다 나 다,"['대다', '나']"
885,자티니,진짜 무섭다 ㅋㅋㅋ 이 좀비같은노래,"['진짜', '무섭다', '이', '좀비', '같다', '노래']"
886,에에,자 차트걷을게요~,"['자', '차트', '걷다']"
887,MuzinCon,그놈의 벚꽃연금 또 수금하러 왔네,"['놈', '벚꽃', '연금', '또', '수금', '하다', '오다']"
888,에지오 아디토레,사스가 벚꽃좀비.. 봄만 되면 살아서 돌아오는..,"['사스', '벚꽃', '좀비', '봄', '되다', '살다', '돌아오다']"
889,gwa***,장범준의 벚꽃연금,"['장범준', '벚꽃', '연금']"
890,sis***,대단하다 진짴ㅋㅋ,"['대단하다', '진짜']"
891,pih***,맙소샄ㅋㄲ1위됨ㅋㅋㅋㅋㅋ,"['위', '되다']"
892,zan***,헐 1등...ㄸ,['헐다']
893,pso***,벚꽂좀비 ㅋㅋㅋ,"['벚꽂', '좀비']"
894,Lira,진짜 미쳤다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['진짜', '미치다']"
895,ihavenoidea,와 벌써 1위얔ㅋㅋㅋㅋㅋㅋㅋㅋ진짜 대단...,"['오다', '벌써', '위', '진짜', '대다']"
896,화요일,벗꽃펀드ㅋㅋㅋㅋㅋㅍㅍㅋㅋㅋㅋ,"['벗꽃', '펀드']"
897,yuk***,우와...날씨가좋아지니까순위도오르네,"['날씨', '좋아지다', '순위도', '오르다']"
898,6f,또올라왔어 미친ㅋㅋㅋㅋㅋㅋ,"['또', '올라오다', '미치다']"
899,ㅎㅎ,ㅎㄷㄷ 좀비등장,"['좀비', '등장']"
900,dod***,벚꽃 연금 ㅋㅋㅋㅋㅋ,"['벚꽃', '연금']"
901,징징,와 또 1위..대단하다... ㅋㅋㅋㄱㅋ,"['오다', '또', '위', '대단하다']"
902,🎀,벚꽃좀비1위등극ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['벚꽃', '좀비', '위등']"
903,eh9***,미쳣네..,['미쳣']
904,오들희42,1위라니..,['위']
905,냉쏘,벚꽃좀비 진짜 명불허전,"['벚꽃', '좀비', '진짜', '명불허전']"
906,lou***,다시 돌아온 벚꽃 좀비의 계절,"['다시', '돌아오다', '벚꽃', '좀비', '계절']"
907,ddw***,이 좀비노래 언제까지 이렇게 좋을거냐,"['이', '좀비', '노래', '언제', '좋다']"
908,123***,와.. 역시느 좀비엔딩♥ 언제나 다가오는구려♥♥,"['오다', '역시', '느', '좀비', '엔딩', '다가오다']"
909,ds5***,봄이면 어김없이 1등 찍는 노래대학생들이 많이 듣지 싶다.,"['보다', '찍다', '노래', '대학생', '듣다', '싶다']"
910,aka***,이놈의 벗꽃엔딩은 봄만되면 올라오네ㅋㅋㅋㅋ졸라좋군,"['놈', '벗꽃', '엔딩', '봄', '되다', '올라오다', '졸라', '좋다']"
911,kjh***,아외로웥,['아외로웥']
912,ssk***,벚꽃좀비 ㅋㅋㅋㅋ,"['벚꽃', '좀비']"
913,blo***,좀비 엔딩,"['좀비', '엔딩']"
914,다루,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ와 봄이구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['오다', '봄']"
915,gkg***,봄만되면 스멀스멀 차트위로 기어올라오는 노래... 세인트루이스 카디널스가 가을좀비라면 벚꽃엔딩은 봄좀비,"['봄', '되다', '차트', '위로', '기어오르다', '노래', '세인트루이스', '카디널스', '가을', '좀비', '라면', '벚꽃', '엔딩', '봄', '좀비']"
916,ehd***,외롭다..,['외롭다']
917,리얼초이스,이건 모두가 좋아한다는 증거죠 봄타려나 ㅎㅎㅎ괜히 살랑되네 ㅋㅋㅋㅋ맘이가,"['것', '모두', '좋아하다', '증거', '봄타다', '살랑', '되다', '맘']"
918,냔냐,이제 벚꽃이 피기 시작했나봅니다...★,"['이제', '벚꽃', '피기', '시작', '하다', '보다']"
919,ycl***,돈을 쓸어담겠네,"['돈', '쓸다', '담다']"
920,zan***,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 터졌네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌ,['터지다']
921,kor***,그새 또 올라왔어...ㅋㅋㅋㅋ,"['새', '또', '올라오다']"
922,dht***,1위가자,"['위', '가다']"
923,덤덤,1위 만들어봅시다ㅋㅋㅋㅋ,"['위', '만들다', '보다']"
924,ㅇㅇㅇㅇ,벚꽃좀빜ㅋㅋㅋㅋㅋ근데신기한게 들어도들어도 질리지가 않음,"['벚꽃', '좀비', '신기하다', '들다', '들다', '질리다', '않다']"
925,hoh***,벚꽃 좀비,"['벚꽃', '좀비']"
926,HWAN,이렇게 올라오는게 이제는 좀 무섭다.....,"['올라오다', '이제', '좀', '무섭다']"
927,jun***,항상 들리면 설레는노래다 안들을수가없다,"['항상', '들리다', '설레다', '노래', '들다', '없다']"
928,umb***,범준이 연금타는 계절이 왔다!!!,"['범준', '금타', '계절', '오다']"
929,eow***,벚꽃좀비 또 언제 2등까지 올라온거냐,"['벚꽃', '좀비', '또', '언제', '올라오다']"
930,tjd***,또 올라왔구나 ..하.. 난1년동안 머했냐,"['또', '올라오다', '난', '머', '하다']"
931,jen***,여기는 2015년 3월 15일 봄. 현 차트 2위...,"['여기다', '봄', '현', '차트', '위']"
932,jes***,올 봄에도 잘 부탁해 ;),"['오다', '봄', '자다', '부탁', '하다']"
933,ssu***,봄이면 고향을찾아오는 벚꽃엔딩,"['보다', '고향', '찾아오다', '벚꽃', '엔딩']"
934,ekfak9393,꽃송이가 100위 진입ㅋㅋㅋㅋㅋㅋㅋ,"['꽃송이', '위', '진입']"
935,yoo***,벚꽃좀비,"['벚꽃', '좀비']"
936,dus***,드디어3위 ㅋㅋㅋㅋㅋㅋ,['위']
937,wta***,1위 찍자 이제 봄이다,"['위', '찍다', '이제', '봄']"
938,ㅇㅇ,이노래 정말대단하다 봄철마다 순위권이네 몇년동안유지될까궁금하당 짱짱,"['이노', '정말', '대단하다', '봄철', '순위', '년', '안유', '되다', '궁금하다', '짱짱']"
939,kim***,6위라고?!,['위']
940,전설의기사피코,벚꽃연금.....,"['벚꽃', '연금']"
941,kmj***,또 듣는구나 이번년에도..곧 꽃피면 걸으면서 들어야지,"['또', '듣다', '이번', '년', '곧', '꽃피', '걸다', '들다']"
942,bet***,벚꽃연금의 계절이 왔숩니당,"['벚꽃', '연금', '계절', '왔숩니']"
943,윤봄,이거 진짜 신기한게 봄아닐때되면 질리는데 봄이 올때되면 이상하게 듣고싶어짐ㅜㅜㅜ그리고들으면 기분좋다...ㅎ,"['거', '진짜', '신기하다', '봄', '아니다', '때', '되다', '질리다', '봄', '때', '되다', '이상하다', '듣다', '짐', '들다', '기분', '좋다']"
944,gkd***,좀비같은 노래 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ개무섭다 항상 끔직함 EXID보다더한 차트역주행,"['좀비', '같다', '노래', '개', '무섭다', '항상', '끄다', '직함', '보다', '더하다', '차트', '역주행']"
945,ckn***,버스커버스커가 벚꽃연금수령하는 계절이왔구나 ㅎㅎ 봄이다봄❤️,"['버스커버스커', '벚꽃', '연금', '수령', '계절', '오다', '봄', '봄']"
946,ave***,봄을 사랑하고사랑하는 봄의 기억이 있는 이들에게좋은 추억을 떠올리게 하는 노래,"['봄', '사랑', '사랑', '봄', '기억', '있다', '이', '좋다', '추억', '떠올리다', '하다', '노래']"
947,봄,연금타러오셨네ㅋㅋㅋㅋ,"['연금', '타다']"
948,rem***,봄만되면 들어보는 노래다,"['봄', '되다', '들다', '보다', '노래']"
949,jja***,연금타러 오셨네;;,"['연금', '타다', '오다']"
950,뭉치치,스물스물 올라오는구나 차트권으로!!!!!!!,"['스물', '스물', '올라오다', '차트']"
951,최토르,벚꽃좀비의 귀환,"['벚꽃', '좀비', '귀환']"
952,줘닝,갓꽃엔딩,"['꽃', '엔딩']"
953,spa***,진짜 명불허전 ㅋㅋ 봄만되면 순위 수직상승 대기권뚫을기세 ㅋㅋㅋ,"['진짜', '명불허전', '봄', '되다', '순위', '수직', '상승', '대기권', '뚫다', '기세']"
954,nya***,짜릿해 봄마다 새로워 벚꽃엔딩 최고,"['짜릿하다', '봄', '새롭다', '벚꽃', '엔딩', '최고']"
955,슙슙,벚꽃 좀빜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['벚꽃', '좀비']"
956,smx***,또올라왔네 이거,"['또', '올라오다', '거']"
957,w1w***,또차트 슬금슬금 기어 나온다 벚꽃연금 캬 이 노래 최소 50년은 간다,"['또', '차트', '슬금슬금', '기어', '나오다', '벚꽃', '연금', '캬', '이', '노래', '최소', '간다']"
958,con***,눈 감고 들으면 눈앞에 벚꽃이 날리는 거 같음 ㅋㅋㅋㅋ,"['눈', '감고', '들다', '눈앞', '벚꽃', '날리다', '거', '같다']"
959,bab***,장범준씨 배냇저고리값입금햇습니다^*^,"['장범준', '배냇저고리', '값', '입금', '햇습니']"
960,ajt***,장범준씨 기저귀값 입금했습니다^0^,"['장범준', '기저귀', '값', '입금', '하다']"
961,jou***,언제까지 이렇게 봄만되면 뜰까 대단하다 진짜,"['언제', '봄', '되다', '뜨다', '대단하다', '진짜']"
962,syeon07,이 노래 그닥 좋아하지는 않는데 봄 되고 날 풀리면 항상 생각남ㅋㅋㅋㅋ,"['이', '노래', '그닥', '좋아하다', '않다', '봄', '되다', '날', '풀리다', '항상', '생각나다']"
963,FlightKY,날이 포근해지면서 스멀스멀 올라오더니 벌써 10위권이네 ㅎㅎ,"['날', '포근하다', '올라오다', '벌써', '위']"
964,kim***,오늘 완전 봄날씨당🌸🌸😘,"['오늘', '완전', '봄', '날씨']"
965,qhr***,또 슬금슬금올라오네 !ㅋㅋㅋㅋㅋ,"['또', '슬금슬금', '올라오다']"
966,조조,하지만 맘속은 여전히 겨울,"['맘속', '여전하다', '겨울']"
967,kim***,은지언니 죽고싶냐,"['은지', '죽다']"
968,pur***,벚르르릉... 벚르르릉.....,"['벚르르릉', '벚르르릉']"
969,pos***,이정도면.. 벚꽃 연금 ㅎㅎ,"['정도', '벚꽃', '연금']"
970,천국위에한국,앗 그러고보니 연금나올때구나,"['앗', '그렇다', '보다', '연금', '때', '구나']"
971,din***,봄의 색감이 느껴지는 들어도 들어도 좋은 노래,"['봄', '색감', '느껴지다', '들다', '들다', '좋다', '노래']"
972,유니효과,질리는데 봄을 표현하는 노래론 이게 제일 적절하당..,"['질리다', '봄', '표현', '하다', '노래', '론', '이', '제일', '적절하다']"
973,애드워드감상,벚꽃연금,"['벚꽃', '연금']"
974,col***,벚꽃 연금,"['벚꽃', '연금']"
975,도토리,오늘 날 따뜻했더니 ..따뜻한날에 이 노래가 너무잘어울림 ㅠㅠ설렘,"['오늘', '날', '따뜻하다', '따뜻하다', '날', '이', '노래', '어울리다', '설레다']"
976,sou***,봄의 케롤의 시작이군 ㅎ ㅎ,"['봄', '케롤', '시작', '이군']"
977,나인이막,이제 봄이구나🌸,"['이제', '봄']"
978,물망초,🌸🌸🌸다시 또 봄이로구나아,"['다시', '또', '봄', '로구나']"
979,cms***,버르릉버르릉,['버르릉버르릉']
980,로테,어후 차트에 이 곡이 있는 걸 보니 봄이 왔나 보네오,"['어후', '차트', '이', '곡', '있다', '걸', '보다', '봄', '오다', '보다']"
981,tjd***,버스커 계속 활동하지 ㅠㅠ 장범준 브래들리 김형태 삼총사로 ㅠㅠ 합쳐라 버스커 셋이 해야 진짜벜벜이지,"['버스커', '계속', '활동', '하다', '장범준', '브래들리', '김형태', '삼총사', '합치다', '버스커', '셋', '하다', '진짜벜벜']"
982,헤헿그냥,장범준 연금받아가겠네~!!!!!,"['장범준', '연금', '받다']"
983,ksk***,다시 살아난다 벚꽃좀비 ㄷㄷ,"['다시', '살아나다', '벚꽃', '좀비']"
984,blu***,벚꽃의 연금술사 ㅁㅊㄷ,"['벚꽃', '연금술사']"
985,Jim***,차트듣고있는뎈ㅋㅋ나오넼ㅋㅋㅋ,"['차트', '듣다', '나오다']"
986,kwo***,벚꽃좀비가 나타났다ㅋㅋ,"['벚꽃', '좀비', '나타나다']"
987,rma***,서서히 이 분이 등장하고 있다,"['서서히', '이', '분', '등장', '있다']"
988,니닝,올라가랏!!!,"['올라가다', '랏']"
989,akf***,잉조으다,['잉조으']
990,mmm***,2주 뒤에는 차트 10위권 예상해봅니다,"['주', '뒤', '차트', '위', '예상', '해보다']"
991,psh***,이 노래도 나온지 2년이나 됬네,"['이', '노래', '나오다', '되다']"
992,sem***,역시 벚꽃좀비ㅋㅋㅋㅋㅋ,"['역시', '벚꽃', '좀비']"
993,qnp***,안녕하세요 벚꽃연금 들으러왓습니다,"['안녕하다', '벚꽃', '연금', '들다', '왓습']"
994,vnf***,이쯤되면다시뜨겠지ㅋㅋㅋㅋ,"['이쯤', '되다', '뜨다']"
995,세이지,올해도 다시 시작 됐다... 대단하다!!!,"['올해', '다시', '시작', '돼다', '대단하다']"
996,rud***,좀비노래 ㅋㅋ 벜벜오빠들 정기적금ㅋㅋㅋㅋㅇ,"['좀비', '노래', '벜벜', '오빠', '정기적금']"
997,JK,?? 2012년에 나왓어요 ㅎ,['나왓어']
998,msk***,버르릉버르릉 이제 다시 달리기 시작했어요~,"['버르릉버르릉', '이제', '다시', '달리기', '시작', '하다']"
999,어어어어,좀비샠기,"['좀비', '샠기']"
1000,gon***,3월이긴 하지만 아직 좀 이르지 않나요 ㅋㅋㅋ일단 꽃샘추위는 지나야 ㅋㅋㅋ,"['좀', '이르다', '않다', '일단', '꽃샘추위', '지나다']"
1001,흐니혀니럽,오오오 이제 시작이네요!!올라갑시다!!!ㅋㅋㅋ3월 첫째주 월요일!! 날씨도 좋네요~!ㅎㅎ,"['오오오', '이제', '시작', '요', '올라가다', '주', '월요일', '날씨', '좋다']"
1002,hyu***,좀비노래 ㅋㅋ 이 시즌만 되면 올라오는 노래ㅋㅋ,"['좀비', '노래', '이', '시즌', '되다', '올라오다', '노래']"
1003,sim***,슬금슬금 올라온다 이노래 ㅋㅋㅋㅋ,"['슬금슬금', '올라오다', '이노']"
1004,sla***,시즌송 ㅠ,"['시즌', '송']"
1005,tmd***,자 올라갑시다,"['자', '올라가다']"
1006,reg***,얼마안남았다,"['얼마', '안남다']"
1007,gud***,이제올라오실때가 되셨네요!!!,"['이제', '올라오다', '때', '되다']"
1008,msk***,이 노래를 들을 계절이 돌아오고 있네요~,"['이', '노래', '들다', '계절', '돌아오다', '있다']"
1009,티글리스,여지 없이 올해 봄에도 들리겟지??ㅋㅋㅋ,"['여지', '올해', '봄', '들리다']"
1010,크림브륄레,정말 신기하게도 이 노래는 봄이 아니라 요즘같은 추운 겨울에 들어도 너무 좋네요.이 노래가 거리에 가득 울려퍼질 봄이 빨리 왔으면ㅠㅠ,"['정말', '신기하다', '이', '노래', '봄', '아니다', '요즘', '같다', '추다', '겨울', '들다', '좋다', '이', '노래', '거리', '가득', '울리다', '봄', '오다']"
1011,jxi***,노래검나 좋아,"['노래', '검', '좋다']"
1012,a94***,"연금많이잡수십쇼근 3년간 가요계 3대좀비강남스타일,썸 그리고이놈..","['연금', '잡수다', '쇼', '가요', '좀비', '강남스타일', '썸', '그리다', '놈']"
1013,PePe,강남스타일은 아닌듯ㅋㅋ,"['강남스타일', '아니다']"
1014,뿌링,이제   한 여름밤의 꿀,"['이제', '하다', '여름밤', '꿀']"
1015,assdf0909,좀비엔딩 화이팅!,"['좀비', '엔딩', '화이팅']"
1016,거가,노래의배경 북일고여고에선 교가로 선정하고싶은♡실제 버스커 멤버들이 몇년전 북일 교정에서 버스킹을햇었더랬죠!매해 4월 첫째주나 둘째주엔북일고등학교에서 벚꽃축제와 불꽃놀이 학생들의 버스킹을 보실수있슴!,"['노래', '배경', '북일고', '여고', '교가', '선정', '하다', '실제', '버스커', '멤버', '년전', '북일', '교정', '버스킹', '햇', '었더랬', '주', '주', '북', '고등학교', '벚꽃', '축제', '불꽃놀이', '학생', '버스킹', '보다', '슴']"
1017,wlt***,봄에 듣기 참 좋은 노래 짱 좋다ㅎ,"['봄', '듣기', '차다', '좋다', '노래', '짱', '좋다']"
1018,안녕,이노래 나온지 몇년째죠? ㅋㅋㅋ 근디도 아직 좋으네요,"['이노', '나오다', '년', '디도', '좋다']"
1019,mir***,정말 감미로운 명곡이네요,"['정말', '감미롭다', '명곡', '요']"
1020,juy***,본격 연금노래  환갑까지 음원팔수있을듯 버스커버스커 화이팅!!!,"['본격', '연금', '노래', '환갑', '음원', '파다', '버스커버스커', '화이팅']"
1021,hys***,봄은 오는데 동복은‥좀 춘추복으로 빨리ㅜㅠ,"['봄', '오다', '동복', '좀', '춘추', '복']"
1022,와이원,아이런미친 좀비음원ㅋㅋㅋㅋㅋㅋ,"['이렇다', '미치다', '좀비', '음원']"
1023,lee***,벚꽃연금,"['벚꽃', '연금']"
1024,shi***,벚꽃좀비가 여기저기에서 울려퍼지는4월,"['벚꽃', '좀비', '여기저기', '울리다']"
1025,ㅏㅓ,무섭다이젠ㅋㅋㅋㅋ좀비같음ㄷㄷㄷ 벚꽃 오늘 되게 이쁘게폈던데 다들 그래서 이노래듣나??,"['무섭다', '젠', '좀비', '같다', '벚꽃', '오늘', '이쁘다', '피다', '들다', '노래', '듣다']"
1026,hys***,벛꽃보러 종로로~♥,"['벛꽃보러', '종로']"
1027,wld***,벚꽃축제.가고싶다 흑흑,"['벚꽃', '축제', '가다']"
1028,dew***,북일학생이세요?,"['북', '학생', '이세']"
1029,jml***,븅신이 머래 ㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['븅신', '머']"
1030,jml***,븅신앜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,['븅신앜']
1031,hys***,새로운 신조어:벚꽃좀비,"['새롭다', '신조어', '벚꽃', '좀비']"
1032,psj***,벛꽃좀비~,"['벛꽃', '좀비']"
1033,메카라빔,온다 벚꽃좀비가 오는 계절이다,"['오다', '벚꽃', '좀비', '오다', '계절']"
1034,son***,봄캐롤 역시 봄되니 뜨는구나~ 반가워용 버스커버스커!,"['봄', '캐롤', '역시', '봄', '되다', '뜨다', '반갑다', '버스커버스커']"
1035,hys***,ㅎㅎ 미치겠다 하앍,"['미치다', '하앍']"
1036,바람별랑,슬슬 노래 제목이 벚꽃 연금 같아.매년 봄이 찾아오면 연금 나오듯 나오니까...,"['슬슬', '노래', '제목', '벚꽃', '연금', '같다', '매년', '봄', '찾아오다', '연금', '나오다', '나오다']"
1037,귀둥염이,벚꽃 연금 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['벚꽃', '연금']"
1038,pri***,음원깡패,"['음원', '깡패']"
1039,si2***,"봄이 왔다는 걸 알려주는 봄의 캐롤,벚꽃엔딩!!","['봄', '오다', '걸', '알다', '봄', '캐롤', '벚꽃', '엔딩']"
1040,jos***,벚꽃연금,"['벚꽃', '연금']"
1041,dx1***,봄엔 벚꽃엔딩 여름엔 해변의여인 가을엔 거리에서 겨울엔 눈의꽃 진리지 이건...,"['봄', '벚꽃', '엔딩', '여름', '해변', '여인', '가을', '거리', '겨울', '눈', '꽃', '진리', '것']"
1042,걍그래,봄되면 생각 나는 노래^^,"['보다', '면', '생각', '나', '노래']"
1043,Vo3***,덜덜해 순위권에 올랏어?,"['덜덜', '하다', '순위', '랏']"
1044,zan***,아 힐링되네ㅋㅋㅋㅋㅋㅋ 봄날에 의사없어도 됌ㅋ 벚꽃엔딩으로도 정신치료 끝ㅋ,"['힐링', '되다', '봄날', '의사', '없다', '돼다', '벚꽃', '엔딩', '정신', '치료', '끝']"
1045,bra***,질려,['질리다']
1046,쪙이,버스커버스커는 활동 안해도 매년 이 노래덕 좀 보겠네 ㅋㅋㅋ,"['버스커버스커', '활동', '안해', '매년', '이', '노래', '덕', '좀', '보다']"
1047,wod***,ㅋㅋㅋㅋㅋ 센스짱이시네요센스쟁이,"['센스', '센스']"
1048,jml***,좋냐 븅신 오크년아? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['좋다', '븅신', '오크', '년']"
1049,귀둥염이,어 좋다 븅신 오크 돌아이 호구야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['좋다', '븅신', '오크', '돌아이', '호구']"
1050,J,연금이막바람만불면툭툭떨어짐ㅋㅋ,"['연금', '막', '바람', '불면', '툭툭', '떨어지다']"
1051,J,질리진안음 죠음 1년만에거의첨듣는건댕,"['질리다', '좋다']"
1052,its***,전 아직ㅋ,['전']
1053,티글리스,명불허전! 벚꽃엔딩!  벚꽃 피는한 이노래 안 망한다...ㅋㅋ,"['명불허전', '벚꽃', '엔딩', '벚꽃', '피다', '이노', '안', '망하다']"
1054,wnd***,음악 교과서에 실릴거 같음 이러다가..ㅋㅋ,"['음악', '교과서', '실리다', '같다']"
1055,jes***,봄 캐럴 들어야쥐~,"['봄', '캐럴', '들다', '쥐']"
1056,방울도트,진짜 봄느낌을 잘살렸다  갑인듯!!,"['진짜', '봄', '느낌', '살리다', '가다']"
1057,ans***,아너무좋아ㅠㅠㅠㅠㅠㅠㅠㅠㅠ봄노래중갑,"['좋다', '봄', '노래', '갑']"
1058,dlk***,네버엔딩,['네버엔딩']
1059,fan***,버졲첸딩,['버졲첸딩']
1060,chl***,와 2위 ㄷㄷㄷ 근데 노래가좋긴좋지,"['오다', '위', '노래', '좋다', '좋다']"
1061,jk5***,봄봄봄은 순위권에도 없는데... 벚꽃엔딩은 벌써3위라니 똑같이 좋은봄노래지만 명곡과 히트곡의 차이다,"['봄봄봄', '순위', '없다', '벚꽃', '엔딩', '벌써', '위', '좋다', '봄', '노래', '명곡', '히트', '곡', '차이']"
1062,rea***,헐 또 차트에 오르다니 ㅋㅋㅋ 좋긴 하네요,"['헐다', '또', '차트', '오르다', '좋다', '하다']"
1063,enh***,좋네,['좋다']
1064,olk***,역시 또돌아왔구나,"['역시', '또', '돌아오다']"
1065,ekf***,명불허전 벚꽃좀비,"['명불허전', '벚꽃', '좀비']"
1066,ins***,4위라니..,['위']
1067,Jon***,매년 봄이오면 항상 차트권에 진입해있는 그 노래 들어도 들어도 질리지가 않아 ><,"['매년', '보다', '항상', '차트', '진입', '하다', '그', '노래', '들다', '들다', '질리다', '않다']"
1068,J,실렸는데,['실리다']
1069,J,진짜로,['진짜']
1070,J,구라아니고 진심,"['구르다', '진심']"
1071,J,너무죻죠,['너무죻']
1072,heb***,봄이 되면 언제나 생각나는 이노래....,"['봄', '되다', '생각나다', '이노']"
1073,벚,진짜 봄캐롤임..♥봄만되면 스멀스멀올라와..ㅋㅋ벚꽃좀비ㅋㅋㅋ뭔가 벚꽃엔딩안들으면 봄이 안온거같음♥진짜 명곡..!,"['진짜', '봄', '캐롤', '임', '봄', '되다', '올라오다', '벚꽃', '좀비', '뭔가', '벚꽃', '엔딩', '들다', '봄', '오다', '같다', '진짜', '명곡']"
1074,cho***,벚꽃좀비 ㅋㅋㅌㅋㅋㅋ,"['벚꽃', '좀비']"
1075,nec***,진짜 명곡이다! 매년들어도 좋음 ㅜ 잊혀진 계절 이후 최고의 계절쏭~,"['진짜', '명곡', '매년', '어도', '좋다', '잊혀지다', '계절', '이후', '최고', '계절', '쏭']"
1076,abr***,축의금은 저작권료로 드릴께요 범준이형,"['축의금', '저작권료', '드리다', '범준', '이형']"
1077,시리,봄이 다가오면 이노래를 들으며 설레임을 맞이한다.,"['봄', '다가오다', '노래', '들다', '설레임', '맞이', '하다']"
1078,psi***,벚꽃이라는 꽃이 멸종할때까지 살아남을 노래!!!,"['벚꽃', '꽃', '멸종', '하다', '때', '살아나다', '노래']"
1079,luc***,ㅁㅊ 또 올라오고 있어,"['또', '올라오다', '있다']"
1080,ani***,봄은 벚꽃 엔딩 여름은 여름아 부탁해 가을은 공석 겨울은 눈의 꽃.,"['봄', '벚꽃', '엔딩', '여름', '여름', '부탁', '하다', '가을', '공석', '겨울', '눈', '꽃']"
1081,naneunzzang,봄이 되면 어김없이 듣고싶어지는 노래ㅋㅋ진짜 명곡ㅋㅋㅋ,"['봄', '되다', '듣다', '노래', '진짜', '명곡']"
1082,chl***,와...이노래뭐지..ㄷㄷㄷㄷ,"['오다', '노래', '뭐']"
1083,hys***,버스커버스커는 봄의 제황! 봄이오고 있으니 제황을 맞이 합시다.,"['버스커버스커', '봄', '황', '보다', '있다', '황', '맞이', '하다']"
1084,anr***,나온지 꽤 된노래가 음원차트 11위 ㄷㄷ,"['나오다', '꽤', '되다', '노래', '음원', '차트', '위']"
