,melon_id,댓글,processed_comment
168,당신은내뮤즈,코로나도 못막음 벚꽃놀이 못가니깐 방구석 벚꽃엔딩 듣긔,"['코로나', '막다', '벚꽃놀이', '가다', '방', '구석', '벚꽃', '엔딩', '듣긔']"
169,nogonma,돌아왔구나 장태식이,"['돌아오다', '장', '태식']"
170,그린티90,진짜 들을때마다 봄이 느껴진다~♡,"['진짜', '들다', '때', '봄', '느껴지다']"
171,hannegaby,"올해도 봄의 상징 벚꽃엔딩이 왔지만...
왜 목련엔딩이 없을까?
목련도 벚꽃처럼 봄을 상징하는 꽃으로 알고 있는데.","['올해', '봄', '상징', '벚꽃', '엔딩', '오다', '왜', '목련', '엔딩', '없다', '목련', '벚꽃', '봄', '상징', '하다', '꽃', '알', '있다']"
172,아가멍뭉이,새내기가되어 들으러왔어요! 코로나끝나면 날아다닐거에요ㅎㅎ,"['새내기', '되어다', '들다', '오다', '코로나', '끝나다', '날아다니다']"
173,감성과감상과감성가,추억 갱신 노래임 ㅜㅜ 벚꽃보러가고파,"['추억', '갱신', '노래', '임', '벚꽃', '보다', '고프다']"
174,상상로1,ㅋㅋㅋ다시 들으러 왔습니다,"['다시', '들다', '오다']"
175,싱하123,쭉쭉 올라가는건 아니지만..슬근슬금 올라가네,"['쭉쭉', '올라가다', '아니다', '슬근슬금', '올라가다']"
176,사표내기1초전,아 봄놀이 가고싶어 미치겠다진짜,"['봄', '가다', '미치다', '진짜']"
177,아라비카커피원두,올해도 벚꽃연금 발동 하는군요 간만에 들어도 역시 띵곡운 띵곡이네요,"['올해', '벚꽃', '연금', '발동', '하다', '간만', '들다', '역시', '띵곡운', '띵곡', '요']"
178,Musforyi,벚꽃엔딩 또 스멀스멀 올라오기 시작하네,"['벚꽃', '엔딩', '또', '올라오다', '시작', '하다']"
179,모자안에개구리,"12학번한텐 진짜 평생 못잊는 노래...
신입생때 캠퍼스 안에서 계속 들리던 노래라서
살다가 지치면 찾으러 오게된다","['학번', '한텐', '진짜', '평생', '잊다', '노래', '신입생', '때', '캠퍼스', '안', '계속', '들리다', '노래', '살다', '지치다', '찾다', '오다', '되다']"
180,크크크q,"와 이노래는 진짜. . . . 대체불가
대학생때 생각나네ㅜㅜㅜㅜㅜ","['오다', '노래', '진짜', '대체', '불가', '대학생', '때', '생각나다']"
181,생율밤,집에만 틀어박혀 있었는데 이 노래가 차트에 올라온걸 보니 밖에 날씨가 따뜻한가보네요 밖에 좀 나가야겠어요,"['집', '틀어박히다', '있다', '이', '노래', '차트', '올라오다', '걸', '보다', '날씨', '따뜻하다', '가보다', '좀', '나가다']"
182,MPG0414,이노래 매년 들었는데 아직도 난 솔로야?,"['이노', '매년', '들다', '난', '솔로']"
183,0_0___lok,진짜 봄 노래 이거 만한게 없다,"['진짜', '봄', '노래', '거', '게', '없다']"
184,야나두야너두,"되게 봄소풍의 상큼함이 묻어나는 노래인데,
진짜 우울하거나 기분 거지같은 날에
들으면 아련터지는 느낌으로 더 듣게 되는느낌
나만그런가...?","['봄', '소풍', '상큼', '함', '묻다', '노래', '진짜', '우울하다', '기분', '거지같다', '날', '들다', '아련터', '느낌', '더', '듣다', '되다', '느낌', '나', '런가']"
185,팔로워안하면뚝배기,"벚 벚나무
꽃 꽃씨
엔 엔단
딩 딩가딩가","['벚', '벚나무', '꽃', '꽃씨', '단', '딩', '딩가딩']"
186,박용재,아니 또 생각나네ㅋㅋㅋㅋㅋ,"['아니다', '또', '생각나다']"
187,love_you,"벚꽃연금
이정도면 연봉수준.","['벚꽃', '연금', '정도', '연봉', '수준']"
188,사재기현장을보면짖는개,'그' 벚꽃 올해도 어김없이 차트 출현,"['그', '벚꽃', '올해', '차트', '출현']"
189,이곡동큰손,와우...23업...올해도 벚꽃좀비 등판이네,"['와우', '업', '올해', '벚꽃', '좀비', '등', '판이']"
190,BJH,이 글은 10년후 성지글이 됩니다.,"['이', '글', '성지글', '되다']"
191,BAAAAm,매년돌아오는 수금시즌 ㅋㅋㅋㅋㅋㅋ,"['매년', '돌아오다', '수금', '시즌']"
192,arianazeus,벚꽃은 어김없이 피지만 군항제는 안 해서 너무 아쉽네요 상황이 이렇다 보니... 창문 열고 노래라도 들으며 아쉬움 달래야겠어요,"['벚꽃', '피지', '군항제', '안', '하다', '아쉽다', '상황', '이렇다', '보다', '창문', '열다', '노래', '들다', '아쉬움', '달래다']"
193,gogma8,"이쯤되니 궁금하네요 3년후 10년후 20년후에도 계속 차트인할것인가!
그때의 내가 답글좀 남겨주면 좋겠다.","['이쯤', '되다', '궁금하다', '계속', '차트', '인하다', '그때', '내', '답글좀', '남기다', '좋다']"
194,이인건,올라오네 아ㅋㅋㅋㅋ멜론차트 딱 대 ^^ㅣ발!,"['올라오다', '멜론', '차트', '대다', '발']"
195,Gaw12,"범준이형 치트키 노래 ㅋㅋㅋㅋ

근데 봄만 되면 이노래 생각나서 안들을수가없어 ㅋㅋ","['범준', '이형', '치트키', '노래', '봄', '되다', '이노', '생각나다', '들다', '없다']"
196,콘3x0jx,이야...범준이형 고정소득ㄷㄷ...,"['범준', '이형', '고정', '소득']"
197,숨안죽,"머야ㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ봄 되니까 사람들이 또 듣나보네 차트에 잇어서 놀랫다
항상 봄되면 차트인하는 노래...","['머', '봄', '되다', '사람', '또', '듣다', '보다', '차트', '잇다', '놀랫다', '항상', '보다', '면', '차트', '인하다', '노래']"
198,love_you,"이번 봄도 벚꽃엔딩과 함께❤️
봄냄새난다~","['이번', '봄', '벚꽃', '엔딩', '봄', '냄새', '나다']"
199,JB_.,"코로나야, 이 노래도 막을 수 있다면 막아 봐--
벚꽃 엔딩과 함께 코로나 엔딩","['코로나', '이', '노래', '막', '수', '있다', '막다', '보다', '벚꽃', '엔딩', '코로나', '엔딩']"
200,JamesBay,"듣는 순간!
마음만은 봄의 한가운데","['듣다', '순간', '마음', '봄', '한가운데']"
201,돈짱짱,가자 이제 슬슬 차트 들어가보자~,"['가다', '이제', '슬슬', '차트', '들어가다', '보다']"
202,jeffry16,2020년의 봄도 벚꽃 엔딩~,"['봄', '벚꽃', '엔딩']"
203,huije123,역시 봄 그 자체,"['역시', '봄', '그', '자체']"
204,우야--,눈물나 ㅠㅠ,['눈물나다']
205,멈무먐미,12년 발매한곡이 20년도에 1위찍게 생겼넼ㅋㅋㅋㅋㅋㅋ 영차영차,"['발매', '곡', '위', '찍다', '생기다', '영차', '영차']"
206,채니1104-1,이 노랜 너무 좋아 봄이 좋아 벚꽃이 좋아 그 때가 좋아,"['이', '노랜', '좋다', '봄', '좋다', '벚꽃', '좋다', '그', '때', '좋다']"
207,제로탁l,"벚꽃 엔딩 이 있어 너무 좋은 봄날
코로나땜시 노래는 더 들을듯","['벚꽃', '엔딩', '이', '있다', '좋다', '봄날', '코로나', '땜시', '노래', '더', '들다']"
208,108동504호.,범준이형 수금 할 시간이다 멜론 긴장타라,"['범준', '이형', '수금', '하다', '시간', '멜론', '긴장', '타라']"
209,Giovanni,자 여러분 1위 찍어봅시다,"['자', '여러분', '위', '찍다', '보다']"
210,Com123_건빵,진짜 매년 소름돋게 봄마다 올라오넿,"['진짜', '매년', '소름', '돋다', '봄', '올라오다', '넿']"
211,동2이,벚꽃좀비 무섭다 ㄷㄷ,"['벚꽃', '좀비', '무섭다']"
212,0syooo,봄의 사도 봄의 전령,"['봄', '사도', '봄', '전령']"
213,레드벨벳_forever,진짜 언제까지 벚꽃엔딩이 차트인을 할까ㅋㅋㅋㅋㅋ,"['진짜', '언제', '벚꽃', '엔딩', '차트', '하다']"
214,BDZ.,ㄹㅇ 이정도면 좀비야 ㅋㅋㅋㅋㅋㅋ,"['정도', '좀비']"
215,yun_anna,날씨 좋다...*_*,"['날씨', '좋다']"
216,lcy626,차트에서 봄의 시작을 알리는 곡 ㅎㅎ,"['차트', '봄', '시작', '알리다', '곡']"
217,OG한다,봄이 왔군요,"['봄', '오다']"
218,팡군몽키,슬금슬금 또 올라오네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['슬금슬금', '또', '올라오다']"
219,초록별o7,역시 봄에는 벚꽃 엔딩 :),"['역시', '봄', '벚꽃', '엔딩']"
220,Ynee_0963,오늘 날씨가 너무 좋아서 벚꽃엔딩을 안 들을 수가 없었다 코로나 제발 사라져줘,"['오늘', '날씨', '좋다', '벚꽃', '엔딩', '안', '들다', '수가', '없다', '코로나', '제발', '사라지다']"
221,꽃처럼_피어나,"이 노래가 올라왔다는건?
봄이 왔다는 증거","['이', '노래', '올라오다', '봄', '오다', '증거']"
222,김강90,코로나도 못 막는 벚꽃좀비,"['코로나', '못', '막다', '벚꽃', '좀비']"
223,인성아아아아,출격 봄좀비,"['출격', '봄', '좀비']"
224,Aisuwy,올해 봄엔 나가질 못하지만 내년에는 이 노래를 나가서 듣고 싶다,"['올해', '봄', '나가다', '하다', '내년', '이', '노래', '나가다', '듣다', '싶다']"
225,Leyre_,또올라오네ㅋㅋㅋㅋ,"['또', '올라오다']"
226,지밍츄,봄산타!!!!!!! +_+,"['봄', '산타']"
227,은주우주동진,봄이네ㅋㅋㅋ,['봄']
228,corh_silver,몇년 째 봄만 되면 듣지만 여전히 좋네,"['년', '째다', '봄', '되다', '듣다', '여전하다', '좋다']"
229,정혜성,시작됫군,['됫']
230,dglee23a,차트에 올라왔네,"['차트', '올라오다']"
231,VATO,날씨보니까 범준이형 스킨값 벌기 딱 좋네,"['날씨', '보', '범준', '이형', '스킨', '값', '벌다', '좋다']"
232,B1int2014,"이 노래가 다시 올라갈 때는
지금 이 무거운 봄이 다시 살랑대기를!!","['이', '노래', '다시', '올라가다', '때', '지금', '이', '무겁다', '봄', '다시', '살랑대다']"
233,나는임재욱,슬슬 올라와야죠 실버 형님,"['슬슬', '올라오다', '실버', '형님']"
234,승쑤s2,이 노래가 차트에 떠야지 봄이 온것 같다,"['이', '노래', '차트', '뜨다', '봄', '오다', '같다']"
235,잡덕_R,놀면 뭐하니 보고 생각나서 다시 왔어요!!ㅎㅎ,"['놀다', '뭐', '하다', '보고', '생각나다', '다시', '오다']"
236,쌤욱,"놀면 뭐하니? 보고 왔습니다.
코로나 19 때문에 봄을 빼앗겼지만,
범준 형님의 벚꽃엔딩 덕분에 봄을 되찾았습니다.
감사합니다!","['놀다', '뭐', '하다', '보고', '오다', '코로나', '때문', '봄', '빼앗기다', '범준', '형님', '벚꽃', '엔딩', '덕분', '봄', '되찾다', '감사하다']"
237,Hello2020,장범준클라쓰,"['장범준', '크다', '쓰다']"
238,ㅡㅡㅡㅡㅁ,봄이구만 ♪♬~~야,['봄']
239,Zuu_,"신난다 ㅠㅠ 벌써 벚꽃 만발한 기분,,, 이노래는 미친노래다ㅠ 대학시절 풋풋함이 그대로 느껴짐","['신나다', '벌써', '벚꽃', '만발', '기분', '노래', '미치다', '노래', '대학시절', '풋풋하다', '그대로', '느껴지다']"
240,blueday320,100위권에 들어온거보면 오늘 진짜 봄날씨구나,"['위', '들어오다', '보다', '오늘', '진짜', '봄날', '구나']"
241,탈퇴한 회원,9년연속차트인.... 진짜말이안된다... 코로나 때문에 올해는 좀 늦게올라오셧는데 이제 차트인 하셨으니 수직상승 분노의질주할일만 남았네 누가뭐래도 봄=벚꽃엔딩은 진리지,"['진짜', '말', '안되다', '코로나', '때문', '올해', '좀', '늦다', '올라오다', '셧', '늘다', '이제', '차트', '하다', '수직', '상승', '분노의질주', '하다', '일만', '남다', '누가', '뭐', '도', '봄', '벚꽃', '엔딩', '진리']"
242,Seafj,이 시국에도 역시 갓범준은 여전하네 ㅋㅋㅋ,"['이', '시국', '역시', '범준', '여전하다']"
243,YKW0,2020년도 어림없네 ㅋㅋㅋ,['어림없다']
244,네오0e6j6,"흔꽃샴향 vs 벚꽃엔딩
4월되면 벚꽃엔딩이 이길듯","['흔꽃샴향', '벚꽃', '엔딩', '벚꽃', '엔딩', '이기다']"
245,뮤직is마yee라이fe,이야 봄되니까 차트인하시는거봨ㅋㅋㅋ신기하다,"['봄', '되다', '차트', '인하다', '보다', '신기하다']"
246,의대생냥냥,ㅁㅊ 진짜 몇년째나오는거냨ㅋㅋ 개띵곡,"['진짜', '년', '나오다', '개띵곡']"
247,초월함수.,왔다!,['오다']
248,킴미히75,벚꽃님 코로나 좀 쫓아주세요,"['벚꽃', '코로나', '좀', '쫓다']"
249,로댕이,올해도 어김없이 찾아온 벚꽃엔딩의 계절❤,"['올해', '찾아오다', '벚꽃', '엔딩', '계절']"
250,최고야_,벚꽃엔딩 곡의 계절이에요 너무 좋아요~^^,"['벚꽃', '엔딩', '곡', '계절', '좋다']"
251,Allizzwell247,또 이노래가 생각나는 계절이 왔넹,"['또', '노래', '생각나다', '계절', '왔넹']"
252,mi_N,벚꽃보러가고싶네요..,"['벚꽃', '보다']"
253,eun1236,174위,['위']
254,휘람지,"날이 따뜻해져서 플레이리스트에 추가하러옴..
얼른 마스크 벗어던지고 벚꽃보러 가고싶다ㅠㅠ","['날', '따뜻하다', '플레이', '리스트', '추가', '하다', '옴', '얼른', '마스크', '벗다', '벚꽃', '보다', '가다']"
255,hannegaby,"2020년 3월 20일 춘분입니다.
그리고 벚꽃과 목련이 점점 많아지고 있습니다.","['춘분', '이다', '벚꽃', '목련', '점점', '많아지다', '있다']"
256,햇님햇님고햇님,"이제 이정도면 계절민요아니냐
너무 좋다","['이제', '정도', '계절', '민요', '아니다', '좋다']"
257,아이유챰좋다,"2010년대 통합1위 축하합니다.
정말 대단 스고이 합니다!!","['통합', '위', '축하', '하다', '정말', '대다', '스고이', '하다']"
258,you.re_precious,올해도 들으러 왔습니다,"['올해', '들다', '오다']"
259,삼월이십일일,난 이제 벚꽃연금이 봄에 상위권에 없으면 괜히 섭섭해... 다들 꽃 피면 줄기차게 듣고 불렀잖아ㅠ,"['난', '이제', '벚꽃', '연금', '봄', '상위', '없다', '섭섭하다', '들다', '꽃', '피', '줄기차다', '듣다', '부르다']"
260,Chu...,1위가즈아,['위가즈']
261,HeroesLore,26허가,['허가']
262,주-..연,슬슬 올라갈때 됐다~,"['슬슬', '올라가다', '때', '돼다']"
263,love_you,"자 차트인 & 1위 준비하실게요.
이번 봄도 잘부탁해요❤️
같이 걸어요 이거리를><","['자', '차트', '위', '준비', '하다', '이번', '봄', '부다', '탁하다', '걸다', '거리']"
264,탱구왔서현,오 179위!!,"['오', '위']"
265,탈퇴한 회원,크 노래 좋다아,"['크다', '노래', '좋다']"
266,싱하123,어제 190 오늘 170 ㄷ ㄷ,"['어제', '오늘']"
267,r2L,슬슬 올라오네,"['슬슬', '올라오다']"
268,blueday320,이 노래가 나와야 진짜 봄,"['이', '노래', '나오다', '진짜', '봄']"
269,옌붕,다시 벚꽃연금 터질 때가 됐다,"['다시', '벚꽃', '연금', '터지다', '때', '돼다']"
270,Latino.,올라갈 준비하셔야죠;;,"['올라가다', '준비', '하다']"
271,hannegaby,"2020년 3월 20일 춘분
우리 동네에는 춘분이 오기도 전에 벚꽃이랑 목련이 서서히 나타나기 시작합니다.","['춘분', '우리', '동네', '춘분', '오기', '전', '벚꽃', '목련', '서서히', '나타나다', '시작', '하다']"
272,mellifluous00,어제 190위니까 곧 100위 각!!,"['어제', '위', '곧', '위', '각']"
273,꽃사줄까,"슬슬 올라가자?
점심 먹고 산책 중인데 이노래가 떠오르더라","['슬슬', '올라가다', '점심', '먹다', '산책', '중', '노래', '떠오르다']"
274,PTKA,올라와 당겨준다,"['올라오다', '당기다', '주다']"
275,unknown3637,요즘 밖을 못나가서 이노래 순위로 추운지 따뜻한지 알고 있어요,"['요즘', '밖', '나가다', '이노', '순위', '추', '운지', '따뜻하다', '알', '있다']"
276,레드벨벳_forever,벚꽃 엔딩 차트인 준비하고 있다,"['벚꽃', '엔딩', '차트', '준비', '있다']"
277,쓰앵닌,"이노래는 맨처음이랑 맨마지막
그대여 그대여 그대여 그대여 그대여
부분이 제일 아련한 것 같음 ..","['노래', '처음', '마지막', '그대', '그대', '그대', '그대', '그대', '부분', '제일', '아련하다', '것', '같다']"
278,지희공주마마,자 이제 시작,"['자', '이제', '시작']"
279,Itsjustsh,오늘부터 들어야겄다,"['오늘', '들다', '겄']"
280,thing_melody,때가 왔다,"['때', '오다']"
281,pwcjsrnr,방구석에서 봄 느낌 낸다 ..,"['방', '구석', '봄', '느낌', '내다']"
282,eun1236,내일부터 날씨따뜻해진까 올라갈듯,"['내일', '날씨', '따뜻하다', '올라가다']"
283,Rnai,와 순위 점점 올라간다ㅋㅋㅋㅋ 역시 벚꽃엔딩!!!!,"['오다', '순위', '점점', '올라가다', '역시', '벚꽃', '엔딩']"
284,amazingcat,오늘부터 플레이리스트에 넣음,"['오늘', '플레이', '리스트', '넣다']"
